roll_res_fs,ph_fs,td_mm_alwd_fs,pwr_delivery,braking_performance,handling,driven,steered,caster_angle,camber_angle,toe_angle,ld_ip_fs,spd_ip_fs,balanced,rem_life_km_fs
0.01,0.401,0.368,0.0,0.0,-0.5,-0.5,-0.5,0.457,-0.038,0.211,-0.403,-0.415,-0.5,-0.043
-0.212,0.073,0.051,0.5,0.5,0.5,-0.5,-0.5,-0.104,0.094,-0.228,-0.446,0.314,-0.5,-0.036
0.15,-0.209,-0.404,0.5,-0.5,-0.5,0.5,0.5,0.498,-0.173,0.35,-0.016,0.437,-0.5,0.043
-0.464,-0.373,-0.231,-0.5,0.5,0.0,0.5,0.5,0.016,-0.14,-0.172,-0.463,0.346,-0.5,0.029
0.464,0.335,-0.201,-0.5,0.0,0.0,0.5,0.5,-0.287,-0.398,0.275,0.485,0.149,-0.5,0.23
0.183,-0.224,-0.39,0.0,0.0,-0.5,-0.5,0.5,0.252,-0.429,0.097,0.341,0.159,0.5,0.169
-0.242,-0.425,-0.203,-0.5,-0.5,0.5,-0.5,0.5,-0.356,-0.436,-0.302,0.375,0.224,0.5,0.237
0.367,-0.471,-0.009,-0.5,0.5,-0.5,-0.5,0.5,-0.387,-0.064,-0.101,-0.168,-0.267,-0.5,-0.01
-0.135,0.178,0.246,0.0,0.5,0.5,0.5,0.5,-0.201,-0.262,0.394,-0.161,0.449,0.5,0.099
-0.304,0.329,0.203,0.0,0.0,0.5,0.5,0.5,0.456,-0.368,0.318,0.495,-0.433,-0.5,0.162
0.476,-0.205,0.063,-0.5,-0.5,0.5,-0.5,-0.5,0.28,-0.094,-0.15,-0.007,-0.398,-0.5,0.033
0.421,-0.392,0.045,-0.5,0.0,0.5,0.5,-0.5,-0.306,0.358,0.07,-0.399,-0.419,-0.5,-0.115
-0.345,0.426,0.054,0.5,0.0,0.0,0.5,-0.5,-0.16,-0.386,0.113,-0.153,0.474,-0.5,0.111
-0.111,-0.402,-0.075,0.0,0.0,-0.5,-0.5,-0.5,-0.024,-0.355,0.372,-0.096,0.004,0.5,0.095
-0.461,-0.034,-0.312,0.5,0.5,0.5,0.5,0.5,-0.1,0.264,-0.465,0.062,0.003,0.5,-0.075
-0.471,-0.17,0.426,0.0,0.5,-0.5,-0.5,0.5,0.134,-0.41,-0.389,-0.449,-0.003,-0.5,0.107
0.296,-0.255,-0.454,0.0,0.0,0.0,0.5,-0.5,0.219,0.355,0.058,0.41,-0.489,0.5,-0.135
0.214,0.295,0.344,-0.5,-0.5,-0.5,0.5,0.5,-0.448,0.13,0.281,0.196,-0.234,-0.5,-0.037
0.105,-0.439,0.338,0.0,-0.5,-0.5,-0.5,-0.5,-0.288,-0.308,0.481,-0.317,0.488,0.5,0.133
-0.434,0.287,0.451,-0.5,-0.5,0.0,0.5,-0.5,0.051,-0.298,-0.231,-0.428,0.052,-0.5,0.094
0.299,-0.318,-0.082,-0.5,-0.5,-0.5,-0.5,-0.5,-0.222,-0.451,-0.181,0.075,-0.148,-0.5,0.208
0.362,-0.123,0.197,0.5,0.0,-0.5,-0.5,0.5,-0.402,0.348,-0.302,0.145,-0.34,-0.5,-0.054
0.046,0.098,0.479,0.0,-0.5,-0.5,-0.5,-0.5,0.084,0.281,0.039,0.189,-0.369,0.5,-0.103
0.374,0.347,0.11,0.5,0.0,0.0,0.5,0.5,-0.262,0.418,0.186,-0.178,0.103,-0.5,-0.073
-0.161,0.446,0.373,0.0,0.5,0.0,0.5,-0.5,0.355,-0.272,0.27,-0.313,-0.068,0.5,0.087
0.399,-0.443,0.107,0.5,0.0,0.5,-0.5,0.5,0.35,0.271,-0.127,-0.416,-0.184,-0.5,-0.193
0.407,-0.357,-0.214,0.0,0.0,0.5,-0.5,-0.5,0.24,-0.012,0.262,0.467,0.495,-0.5,-0.117
-0.436,0.209,0.201,0.5,0.5,0.0,0.5,-0.5,0.198,0.305,0.421,0.48,-0.009,-0.5,-0.097
0.063,-0.012,-0.263,0.5,0.5,-0.5,0.5,0.5,0.199,-0.47,0.453,-0.271,0.24,-0.5,0.094
0.31,-0.423,-0.253,0.0,-0.5,0.0,0.5,0.5,-0.351,0.13,-0.202,-0.469,0.227,-0.5,-0.076
0.158,0.161,0.234,0.0,0.0,-0.5,-0.5,0.5,0.253,0.416,-0.209,0.108,0.349,-0.5,-0.13
-0.476,-0.095,-0.113,0.0,0.5,0.5,0.5,-0.5,0.452,-0.139,-0.391,0.437,-0.284,-0.5,0.106
0.465,-0.211,0.46,0.0,-0.5,0.0,0.5,0.5,-0.167,-0.482,-0.007,0.019,-0.169,0.5,0.086
0.474,-0.411,-0.324,-0.5,0.5,0.5,0.5,-0.5,0.356,-0.318,0.41,0.434,-0.044,-0.5,0.154
-0.335,-0.493,-0.0,0.5,-0.5,0.5,0.5,0.5,0.484,-0.117,-0.129,-0.005,-0.484,0.5,0.008
-0.022,0.396,0.355,0.0,0.5,0.0,0.5,0.5,-0.464,-0.156,-0.239,0.051,0.095,-0.5,0.141
-0.197,-0.172,0.079,-0.5,-0.5,-0.5,-0.5,-0.5,0.459,0.495,0.497,-0.492,-0.071,-0.5,-0.121
-0.23,-0.153,0.43,0.5,0.0,0.5,-0.5,-0.5,0.191,-0.17,0.143,-0.485,0.359,-0.5,0.064
-0.105,-0.174,0.237,0.5,-0.5,-0.5,-0.5,-0.5,-0.147,-0.473,-0.455,0.102,0.185,-0.5,0.166
-0.478,0.335,0.027,-0.5,0.0,0.5,-0.5,-0.5,0.117,-0.376,-0.418,0.065,-0.1,-0.5,0.16
0.334,0.21,-0.345,0.5,-0.5,-0.5,-0.5,-0.5,-0.063,-0.131,0.031,-0.152,0.1,-0.5,0.063
-0.2,0.464,-0.281,0.0,-0.5,-0.5,0.5,-0.5,-0.258,0.081,-0.109,-0.155,-0.478,-0.5,-0.023
-0.228,0.134,-0.495,0.0,-0.5,0.0,0.5,0.5,-0.133,-0.163,0.49,-0.356,0.348,0.5,0.075
-0.049,-0.087,-0.256,-0.5,0.5,0.0,0.5,-0.5,-0.003,-0.029,-0.376,0.043,0.225,-0.5,0.006
-0.471,0.473,0.262,0.0,-0.5,0.0,-0.5,0.5,0.258,0.325,0.179,-0.373,-0.471,-0.5,-0.134
-0.069,0.415,0.264,0.5,0.0,0.5,-0.5,0.5,0.39,0.351,0.325,0.187,-0.43,0.5,-0.128
-0.284,-0.152,0.045,-0.5,0.0,0.0,0.5,-0.5,-0.349,-0.265,0.341,-0.356,-0.374,-0.5,0.135
0.01,0.214,0.352,0.5,0.5,0.5,-0.5,0.5,0.276,-0.12,0.367,-0.351,-0.111,0.5,0.049
-0.39,-0.073,-0.19,0.5,0.0,0.5,0.5,0.5,-0.451,0.295,-0.411,0.433,-0.04,0.5,-0.049
-0.275,0.339,-0.472,-0.5,-0.5,-0.5,-0.5,0.5,0.376,-0.076,0.372,0.29,0.406,0.5,0.106
0.024,0.073,0.269,0.0,0.0,0.0,0.5,0.5,0.168,0.184,-0.266,0.041,-0.241,0.5,-0.127
0.397,0.121,-0.231,-0.5,0.0,-0.5,-0.5,-0.5,-0.185,-0.017,0.323,-0.301,0.055,0.5,-0.022
-0.092,0.415,0.237,0.5,-0.5,0.0,0.5,-0.5,-0.421,-0.102,0.097,-0.444,-0.261,-0.5,0.081
0.111,-0.262,0.427,0.5,0.0,0.0,-0.5,-0.5,-0.196,0.22,-0.091,-0.07,-0.174,-0.5,-0.145
-0.452,-0.422,-0.432,0.5,-0.5,0.0,-0.5,0.5,0.088,0.014,-0.001,0.088,0.071,-0.5,-0.073
-0.366,0.441,0.177,0.0,0.0,0.5,-0.5,0.5,-0.458,0.387,-0.155,-0.073,0.239,0.5,-0.057
-0.367,-0.209,-0.477,0.0,0.5,-0.5,0.5,0.5,0.468,0.481,0.329,0.298,-0.251,-0.5,-0.113
-0.11,0.128,0.308,0.0,0.5,-0.5,0.5,0.5,-0.314,0.395,0.351,-0.477,-0.43,-0.5,-0.064
-0.265,0.191,0.381,0.0,-0.5,0.5,-0.5,-0.5,-0.004,0.202,0.438,0.478,-0.158,0.5,-0.085
-0.499,0.362,0.118,0.0,-0.5,0.0,0.5,0.5,0.212,-0.073,0.202,-0.281,-0.491,0.5,-0.028
0.01,0.293,0.319,0.5,0.5,0.5,-0.5,0.5,-0.188,-0.412,0.402,0.339,0.094,0.5,0.184
-0.379,0.105,0.255,0.0,0.0,-0.5,-0.5,-0.5,-0.153,-0.037,-0.168,-0.072,0.187,0.5,-0.002
-0.428,0.057,0.026,0.5,0.5,0.5,0.5,0.5,-0.491,-0.43,-0.059,-0.179,0.317,-0.5,0.143
0.407,0.348,0.288,0.5,0.0,0.5,0.5,-0.5,-0.223,-0.084,-0.453,0.144,-0.333,-0.5,0.134
-0.45,0.257,0.44,0.5,0.0,0.0,0.5,-0.5,0.406,0.034,-0.036,0.257,-0.003,-0.5,-0.087
-0.296,-0.127,0.318,0.5,0.5,-0.5,0.5,-0.5,0.056,-0.477,-0.464,0.121,0.039,-0.5,0.145
-0.181,-0.091,0.087,0.0,0.0,-0.5,0.5,-0.5,-0.455,0.302,0.462,-0.088,-0.3,0.5,-0.058
0.464,-0.48,-0.435,0.5,0.5,-0.5,0.5,0.5,0.288,-0.121,-0.49,-0.01,0.373,-0.5,0.017
-0.319,-0.037,-0.015,0.5,-0.5,0.0,-0.5,0.5,0.176,-0.208,-0.149,0.207,0.347,-0.5,0.136
-0.108,-0.265,0.454,0.5,-0.5,0.0,0.5,-0.5,0.12,-0.082,0.208,0.461,-0.005,-0.5,0.094
-0.2,-0.343,-0.089,-0.5,-0.5,-0.5,0.5,-0.5,-0.02,-0.108,0.498,0.414,-0.003,-0.5,0.094
-0.444,-0.433,0.346,-0.5,-0.5,-0.5,0.5,-0.5,0.261,-0.132,0.063,0.12,-0.261,0.5,0.064
0.088,0.205,-0.08,-0.5,-0.5,0.5,-0.5,0.5,0.247,0.111,0.087,-0.445,-0.254,0.5,-0.098
-0.33,-0.384,-0.371,0.0,-0.5,0.0,0.5,-0.5,0.385,0.25,-0.006,-0.236,0.188,0.5,-0.198
0.267,-0.212,0.097,0.0,0.0,-0.5,0.5,0.5,0.359,0.421,0.04,0.498,0.285,0.5,-0.138
0.1,-0.146,0.197,0.5,0.5,0.5,0.5,-0.5,0.11,-0.29,-0.288,-0.053,-0.126,-0.5,0.101
-0.133,0.428,0.282,0.5,-0.5,-0.5,-0.5,-0.5,0.434,-0.37,0.24,-0.396,-0.167,-0.5,0.1
-0.322,-0.411,0.381,0.0,0.0,0.0,-0.5,-0.5,0.129,0.107,-0.367,-0.061,0.017,0.5,-0.106
-0.45,0.256,0.254,0.5,-0.5,-0.5,0.5,0.5,-0.039,-0.437,-0.136,0.24,-0.254,0.5,0.168
-0.224,0.47,0.25,0.0,-0.5,0.0,0.5,0.5,-0.459,-0.061,0.239,0.193,-0.454,-0.5,0.069
0.282,0.292,-0.038,0.0,-0.5,0.5,-0.5,-0.5,0.008,-0.253,-0.034,-0.386,0.271,-0.5,0.106
0.382,-0.29,0.207,0.5,0.5,0.5,-0.5,0.5,0.443,0.209,0.481,-0.298,-0.161,-0.5,-0.164
0.098,0.23,0.264,-0.5,-0.5,0.0,0.5,0.5,-0.359,0.395,0.037,-0.029,-0.401,0.5,-0.083
0.488,0.113,0.424,0.5,0.5,-0.5,0.5,0.5,0.313,-0.417,0.117,-0.086,0.157,-0.5,0.09
0.097,-0.395,-0.145,-0.5,-0.5,-0.5,0.5,-0.5,-0.454,-0.396,-0.218,0.139,0.347,0.5,0.19
0.408,0.386,-0.206,0.0,0.0,0.5,0.5,0.5,0.07,0.209,0.403,0.342,0.499,0.5,-0.098
-0.069,0.377,0.2,-0.5,-0.5,0.5,0.5,0.5,0.085,-0.31,0.001,-0.312,-0.464,-0.5,0.1
-0.324,-0.496,0.287,0.0,-0.5,-0.5,0.5,0.5,-0.134,0.194,0.207,0.147,-0.151,-0.5,-0.134
0.497,0.216,0.154,-0.5,-0.5,0.0,-0.5,-0.5,-0.229,0.046,-0.444,-0.006,-0.44,-0.5,-0.015
0.277,0.436,0.153,0.5,0.0,0.5,0.5,-0.5,0.033,-0.187,-0.486,-0.261,0.493,0.5,0.075
-0.067,0.182,0.417,0.0,-0.5,0.0,0.5,-0.5,0.197,0.413,0.483,-0.108,0.081,-0.5,-0.128
0.213,0.132,0.416,0.0,0.0,0.5,-0.5,-0.5,-0.208,-0.459,0.35,-0.172,-0.297,-0.5,0.157
0.305,-0.331,0.154,0.5,0.0,0.5,0.5,-0.5,-0.17,-0.399,0.123,-0.481,0.376,-0.5,0.084
0.423,-0.469,0.177,0.5,0.0,-0.5,0.5,0.5,0.478,0.069,0.468,-0.386,-0.339,0.5,-0.148
-0.3,0.149,0.337,-0.5,0.0,0.0,0.5,0.5,-0.39,0.07,-0.372,0.053,-0.48,0.5,-0.017
-0.199,-0.233,0.002,0.5,-0.5,0.5,0.5,-0.5,-0.265,-0.452,-0.353,-0.22,-0.321,0.5,0.138
0.355,-0.273,0.021,-0.5,0.5,-0.5,-0.5,0.5,-0.157,0.329,0.37,0.167,-0.303,0.5,-0.121
-0.255,-0.347,-0.467,-0.5,-0.5,0.0,0.5,-0.5,-0.305,-0.066,0.214,0.061,0.389,-0.5,0.016
-0.46,-0.091,0.484,0.5,0.5,-0.5,-0.5,0.5,0.263,-0.299,-0.398,0.188,-0.468,0.5,0.158
0.407,-0.137,0.172,0.5,0.0,0.0,-0.5,-0.5,0.28,-0.42,-0.343,0.054,-0.163,-0.5,0.15
0.413,0.04,0.24,-0.5,-0.5,0.5,-0.5,-0.5,0.408,-0.31,0.266,0.07,-0.321,-0.5,0.136
-0.457,0.4,-0.283,-0.5,0.0,-0.5,-0.5,0.5,-0.069,0.123,0.113,0.311,-0.091,-0.5,-0.038
-0.304,0.08,-0.334,0.0,0.0,-0.5,-0.5,0.5,0.174,0.379,0.062,-0.324,-0.221,0.5,-0.121
0.097,-0.12,-0.487,0.5,0.0,-0.5,-0.5,0.5,0.107,0.143,0.004,0.07,-0.339,-0.5,-0.089
0.046,-0.481,-0.12,-0.5,-0.5,0.5,-0.5,-0.5,0.324,-0.035,-0.317,-0.023,0.479,0.5,-0.09
-0.326,0.352,-0.484,-0.5,-0.5,0.0,-0.5,0.5,-0.137,-0.324,0.235,0.429,0.146,-0.5,0.184
0.384,0.255,-0.042,-0.5,-0.5,0.5,0.5,-0.5,0.418,-0.119,-0.04,0.158,-0.151,0.5,0.086
0.007,-0.04,-0.379,0.5,0.5,-0.5,-0.5,0.5,-0.099,-0.059,-0.464,0.072,-0.044,-0.5,0.038
0.176,-0.348,0.458,-0.5,0.0,0.5,-0.5,-0.5,0.002,-0.444,0.203,0.279,-0.157,0.5,0.18
0.128,-0.172,0.102,0.0,0.0,0.0,0.5,-0.5,-0.055,0.342,0.14,-0.171,-0.171,-0.5,-0.094
-0.36,-0.272,0.22,-0.5,0.0,0.5,0.5,0.5,0.393,0.498,0.142,0.168,-0.472,0.5,-0.194
0.213,0.46,-0.342,0.5,-0.5,-0.5,-0.5,-0.5,-0.022,0.002,-0.331,0.462,-0.112,-0.5,-0.017
0.141,0.16,-0.18,0.0,0.5,0.0,0.5,0.5,-0.399,0.224,-0.032,-0.211,0.057,0.5,-0.066
-0.181,0.243,0.178,-0.5,0.5,0.0,0.5,-0.5,-0.13,-0.44,-0.116,0.153,0.334,-0.5,0.154
0.354,0.018,0.49,0.5,0.5,0.0,0.5,-0.5,-0.134,-0.241,-0.186,0.245,0.006,0.5,0.154
-0.279,-0.197,-0.337,0.5,-0.5,0.0,0.5,0.5,-0.214,-0.461,-0.336,-0.23,0.165,-0.5,0.134
-0.057,0.272,-0.418,0.5,0.5,-0.5,0.5,-0.5,0.444,-0.465,-0.181,0.041,0.45,-0.5,0.1
-0.377,-0.093,0.215,-0.5,-0.5,-0.5,0.5,-0.5,0.35,0.082,-0.295,-0.483,-0.247,-0.5,-0.091
0.182,0.302,-0.123,0.5,0.0,0.5,0.5,-0.5,0.261,-0.216,0.404,-0.221,0.478,0.5,0.077
0.344,0.234,-0.467,0.0,0.0,-0.5,0.5,0.5,-0.012,0.094,-0.268,0.339,0.187,-0.5,-0.061
-0.091,0.42,-0.151,-0.5,0.5,0.0,-0.5,-0.5,0.027,-0.118,-0.498,0.429,0.286,0.5,0.125
-0.488,-0.447,0.407,0.5,0.0,0.0,-0.5,-0.5,-0.013,0.462,0.148,0.394,-0.108,-0.5,-0.132
-0.112,0.116,-0.185,0.5,0.0,0.5,-0.5,-0.5,0.056,-0.058,-0.319,-0.36,-0.166,0.5,0.015
-0.279,-0.039,0.477,0.0,0.5,0.0,0.5,-0.5,-0.497,0.107,0.098,0.291,0.205,-0.5,-0.02
-0.396,-0.371,0.146,0.5,0.5,0.5,0.5,0.5,0.074,-0.1,0.113,0.483,-0.13,-0.5,0.1
-0.448,-0.356,-0.361,0.5,-0.5,0.0,0.5,-0.5,-0.193,0.106,0.123,-0.469,0.313,0.5,-0.098
0.355,-0.18,0.129,-0.5,-0.5,-0.5,0.5,-0.5,0.465,0.311,0.282,-0.034,0.207,-0.5,-0.137
0.284,-0.323,-0.18,0.5,0.0,0.0,0.5,0.5,-0.127,-0.275,-0.451,0.093,0.156,0.5,0.113
0.215,-0.395,0.472,0.0,0.5,0.0,0.5,0.5,0.034,-0.132,0.395,-0.259,-0.356,-0.5,0.022
-0.247,0.122,0.206,0.5,-0.5,0.5,-0.5,-0.5,0.386,-0.227,-0.359,-0.228,-0.016,0.5,0.085
0.211,-0.185,-0.169,0.0,0.5,0.5,0.5,-0.5,0.413,0.207,0.492,0.259,-0.19,0.5,-0.117
-0.045,0.266,-0.225,0.5,-0.5,0.5,0.5,-0.5,-0.259,0.352,-0.426,0.444,-0.193,-0.5,-0.045
-0.179,-0.076,-0.158,0.5,-0.5,0.5,0.5,0.5,-0.167,0.09,0.215,-0.047,0.069,-0.5,-0.047
0.494,0.342,0.191,0.5,0.0,0.0,-0.5,0.5,-0.169,0.418,0.147,0.016,0.349,-0.5,-0.089
0.039,0.152,0.106,0.0,0.5,-0.5,0.5,-0.5,-0.315,0.383,0.419,0.23,0.076,-0.5,-0.041
-0.337,0.115,0.01,0.0,0.0,-0.5,-0.5,-0.5,-0.257,-0.306,-0.185,-0.09,0.191,-0.5,0.141
0.023,0.374,0.49,0.0,0.0,0.5,0.5,-0.5,-0.069,0.436,0.341,-0.048,-0.303,-0.5,-0.102
-0.137,0.195,0.092,-0.5,0.5,0.0,-0.5,0.5,-0.037,0.277,0.206,0.238,-0.176,0.5,-0.065
0.242,0.324,0.46,0.0,0.0,-0.5,-0.5,0.5,0.283,-0.228,0.044,0.308,0.11,0.5,0.141
0.066,-0.292,0.026,-0.5,-0.5,0.5,0.5,0.5,-0.065,-0.054,0.495,0.482,0.455,0.5,-0.025
0.221,-0.064,0.005,-0.5,0.5,0.5,0.5,-0.5,0.226,0.017,-0.321,-0.11,0.264,-0.5,-0.066
0.457,-0.475,0.122,0.5,0.5,0.0,0.5,0.5,0.165,-0.412,-0.439,-0.169,-0.293,-0.5,0.073
-0.232,0.233,-0.246,-0.5,0.0,0.0,0.5,0.5,-0.09,-0.362,-0.136,-0.085,0.005,0.5,0.108
0.169,0.439,-0.473,0.0,0.5,-0.5,-0.5,-0.5,0.232,0.251,0.277,0.314,0.147,0.5,-0.109
-0.118,-0.379,-0.221,0.0,0.0,-0.5,0.5,-0.5,0.386,-0.007,-0.282,0.463,-0.148,-0.5,-0.131
-0.28,0.123,0.2,-0.5,0.5,0.0,0.5,-0.5,0.416,-0.365,-0.305,-0.446,-0.496,-0.5,0.101
0.331,0.207,-0.339,-0.5,0.5,0.5,-0.5,0.5,-0.304,0.294,0.328,-0.211,0.153,0.5,-0.06
0.361,-0.484,-0.275,0.0,-0.5,0.0,-0.5,0.5,-0.296,-0.315,-0.161,-0.397,-0.406,0.5,0.139
0.076,0.048,-0.173,0.5,-0.5,0.0,0.5,-0.5,0.397,-0.287,-0.033,-0.464,0.08,-0.5,0.085
0.089,0.421,-0.066,-0.5,0.5,0.5,0.5,0.5,0.015,-0.192,0.071,-0.068,0.12,0.5,0.072
0.411,0.235,-0.492,0.0,0.5,0.0,0.5,0.5,-0.12,-0.387,0.483,-0.164,-0.373,0.5,0.104
0.005,-0.482,0.192,0.5,0.5,0.0,0.5,0.5,0.279,0.082,0.119,0.438,0.206,0.5,-0.124
-0.215,-0.488,-0.468,0.5,-0.5,0.5,-0.5,0.5,-0.458,0.424,0.144,-0.017,0.101,0.5,-0.101
-0.16,0.491,0.447,-0.5,-0.5,0.5,-0.5,-0.5,-0.37,-0.191,-0.371,0.355,0.211,-0.5,0.172
-0.117,-0.009,-0.077,0.5,-0.5,-0.5,-0.5,-0.5,0.467,0.177,0.203,-0.216,-0.4,-0.5,-0.119
0.353,-0.448,0.248,0.5,-0.5,0.0,-0.5,-0.5,0.407,0.272,-0.361,0.009,0.344,0.5,-0.183
-0.155,0.416,-0.131,0.0,-0.5,0.0,0.5,0.5,0.183,-0.275,0.263,0.435,0.447,-0.5,0.141
-0.158,-0.004,-0.197,0.5,0.0,-0.5,0.5,0.5,-0.299,-0.468,-0.025,-0.48,-0.207,-0.5,0.144
0.496,0.036,0.256,-0.5,0.0,-0.5,0.5,0.5,-0.263,-0.412,-0.177,-0.035,-0.067,0.5,0.142
-0.351,-0.468,-0.016,-0.5,0.5,-0.5,-0.5,-0.5,0.163,-0.25,-0.478,0.307,0.298,-0.5,0.144
0.24,0.186,-0.13,0.5,0.0,0.0,-0.5,0.5,-0.459,-0.496,-0.286,-0.196,-0.241,-0.5,0.15
-0.462,0.332,0.289,0.5,0.5,0.0,-0.5,-0.5,0.001,0.01,-0.17,-0.063,-0.287,0.5,-0.026
0.114,-0.088,0.402,0.5,0.5,-0.5,0.5,-0.5,-0.444,-0.074,0.168,0.161,-0.398,0.5,0.044
-0.448,0.291,-0.395,-0.5,-0.5,0.0,0.5,-0.5,0.037,-0.181,-0.421,-0.48,0.209,-0.5,0.078
0.314,-0.301,-0.245,0.0,-0.5,0.0,-0.5,0.5,-0.446,0.003,0.476,-0.274,0.384,0.5,-0.047
-0.131,0.083,0.375,-0.5,-0.5,-0.5,0.5,0.5,0.48,0.478,0.18,-0.183,0.338,-0.5,-0.142
-0.249,-0.039,0.079,0.0,0.0,0.0,0.5,0.5,0.024,-0.448,-0.181,-0.279,0.251,-0.5,0.108
0.061,0.096,0.478,0.5,0.0,-0.5,0.5,-0.5,0.006,-0.465,-0.383,-0.324,0.436,0.5,0.101
0.06,-0.366,0.431,0.5,0.0,0.5,0.5,-0.5,0.091,-0.053,-0.44,-0.026,0.079,0.5,-0.063
-0.324,0.453,-0.232,0.5,0.5,-0.5,-0.5,-0.5,0.332,0.499,-0.152,0.073,-0.416,0.5,-0.101
-0.059,-0.283,0.424,0.5,0.5,0.0,0.5,-0.5,-0.093,0.346,-0.338,0.028,0.415,0.5,-0.128
-0.052,0.195,-0.32,0.0,0.5,0.5,0.5,0.5,0.489,-0.179,-0.399,-0.097,-0.258,-0.5,0.063
-0.123,-0.4,-0.226,0.0,-0.5,-0.5,0.5,0.5,-0.4,-0.438,0.053,0.032,0.242,-0.5,0.13
-0.296,0.4,0.291,0.5,-0.5,0.0,0.5,-0.5,0.357,-0.436,-0.141,-0.095,0.293,-0.5,0.091
0.356,0.231,0.045,0.0,0.5,0.0,-0.5,-0.5,-0.368,-0.486,0.336,-0.131,-0.357,0.5,0.155
0.185,0.244,-0.069,0.0,0.0,-0.5,-0.5,-0.5,0.464,0.121,0.384,0.015,0.104,-0.5,-0.097
-0.101,0.476,0.257,-0.5,-0.5,0.5,0.5,0.5,0.06,0.253,0.417,-0.179,0.09,0.5,-0.103
0.397,0.265,0.193,-0.5,0.0,0.0,0.5,-0.5,0.411,-0.366,0.368,-0.185,0.048,0.5,0.096
-0.211,-0.496,0.187,-0.5,0.0,0.5,-0.5,-0.5,0.156,-0.39,0.02,0.057,0.052,0.5,0.135
-0.497,0.19,0.239,0.5,0.0,0.0,-0.5,-0.5,0.078,0.303,0.122,0.048,-0.128,-0.5,-0.072
0.019,-0.105,0.162,-0.5,0.5,0.0,-0.5,0.5,-0.089,-0.219,0.192,-0.489,0.052,0.5,0.098
0.084,-0.168,0.434,0.0,-0.5,0.0,-0.5,-0.5,0.179,-0.086,-0.481,-0.059,-0.337,-0.5,0.045
0.243,-0.258,0.086,0.5,0.5,0.5,0.5,-0.5,-0.249,0.113,-0.346,0.33,0.312,-0.5,-0.021
-0.297,-0.161,-0.248,0.5,0.0,0.5,-0.5,-0.5,-0.407,0.435,-0.182,-0.017,0.047,-0.5,-0.051
0.192,0.257,0.309,-0.5,0.5,0.5,-0.5,0.5,0.474,-0.261,0.247,-0.338,0.153,0.5,0.09
-0.199,0.047,0.013,-0.5,0.0,-0.5,0.5,-0.5,0.359,-0.251,0.28,-0.448,0.292,0.5,0.085
-0.475,-0.013,-0.412,0.5,0.0,0.5,0.5,-0.5,-0.205,0.223,0.215,-0.095,-0.111,-0.5,-0.059
0.42,0.306,-0.259,0.0,0.5,0.0,-0.5,-0.5,-0.315,-0.102,0.146,0.202,0.282,0.5,0.161
0.459,-0.263,0.219,0.0,-0.5,0.0,-0.5,-0.5,-0.218,0.348,-0.358,-0.437,0.437,-0.5,-0.104
-0.066,0.147,0.314,0.0,0.5,-0.5,0.5,-0.5,0.462,-0.484,0.316,0.261,-0.064,0.5,0.166
-0.38,-0.348,0.046,-0.5,-0.5,0.5,-0.5,-0.5,-0.205,-0.169,-0.484,-0.115,-0.286,-0.5,0.09
0.28,0.248,-0.069,-0.5,0.5,0.5,0.5,-0.5,0.184,-0.298,0.174,0.242,-0.071,-0.5,0.154
-0.455,0.106,-0.472,0.5,-0.5,0.5,-0.5,0.5,0.34,-0.379,0.24,-0.008,-0.079,-0.5,0.097
0.176,-0.165,0.434,0.0,-0.5,-0.5,0.5,-0.5,0.447,-0.26,-0.139,-0.424,-0.45,-0.5,0.082
0.141,0.059,-0.474,0.0,0.0,-0.5,0.5,-0.5,0.279,0.382,-0.41,0.149,0.432,0.5,-0.138
0.211,0.0,-0.251,0.5,-0.5,0.5,0.5,-0.5,0.413,-0.46,-0.232,-0.42,-0.481,-0.5,0.094
0.354,0.237,0.484,-0.5,0.5,0.5,0.5,-0.5,-0.137,-0.142,-0.453,-0.134,-0.289,-0.5,0.065
-0.263,0.366,-0.328,0.0,0.0,-0.5,-0.5,-0.5,0.138,-0.312,-0.021,0.111,-0.451,-0.5,0.143
-0.347,-0.206,0.191,-0.5,0.0,0.0,0.5,0.5,-0.033,-0.455,-0.477,0.407,0.304,0.5,0.178
0.161,-0.145,-0.042,-0.5,0.5,-0.5,0.5,0.5,-0.143,0.222,0.023,-0.48,0.362,0.5,-0.092
-0.216,0.196,0.274,-0.5,-0.5,-0.5,0.5,0.5,0.28,0.103,0.296,-0.079,-0.11,-0.5,-0.107
0.24,0.12,-0.396,0.0,-0.5,0.0,-0.5,-0.5,-0.303,0.133,-0.389,-0.102,0.292,-0.5,-0.028
0.41,0.43,-0.255,0.0,-0.5,-0.5,-0.5,-0.5,-0.377,0.372,-0.174,0.025,0.232,0.5,-0.061
0.015,0.237,-0.464,0.5,0.0,-0.5,0.5,0.5,-0.203,-0.159,-0.059,-0.357,-0.009,0.5,0.075
-0.403,-0.078,-0.494,0.0,0.0,0.0,-0.5,-0.5,0.124,-0.116,0.196,0.1,0.345,0.5,0.108
0.002,-0.414,-0.19,-0.5,0.5,0.5,-0.5,0.5,0.209,0.31,0.403,0.415,0.313,0.5,-0.154
-0.165,0.135,0.107,-0.5,0.5,0.0,0.5,0.5,-0.101,-0.211,0.191,0.206,-0.15,-0.5,0.145
